STATE,YEAR,MONTH_NAME,DATE,EVENT_TYPE,GRP_STORM,N_GRP_STORM,GRP_DISTRICT,N_GRP_DISTRICT,COUNTY,LOCATION,INJURIES_DIRECT,INJURIES_INDIRECT,INJURIES,DEATHS_DIRECT,DEATHS_INDIRECT,DEATHS,DAMAGE_PROPERTY,DAMAGE_CROPS, COST (BN) ,EVENT_NARRATIVE
TEXAS,2015,April,4/24/2015,Hail,Hail,4,DISTRICT 24 - DEL RIO,24,MAVERICK,"28.781057,-100.312770",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,May,5/9/2015,Hail,Hail,4,DISTRICT 24 - DEL RIO,24,MAVERICK,"28.781057,-100.312770",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,May,5/9/2015,Hail,Hail,4,DISTRICT 24 - DEL RIO,24,MAVERICK,"28.781057,-100.312770",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,May,5/9/2015,Hail,Hail,4,DISTRICT 24 - DEL RIO,24,MAVERICK,"28.781057,-100.312770",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,May,5/9/2015,Hail,Hail,4,DISTRICT 24 - DEL RIO,24,MAVERICK,"28.781057,-100.312770",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,May,5/21/2015,Hail,Hail,4,DISTRICT 24 - DEL RIO,24,MAVERICK,"28.781057,-100.312770",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,May,5/11/2015,Hail,Hail,4,DISTRICT 24 - DEL RIO,24,MAVERICK,"28.781057,-100.312770",0,0,0,0,0,0,0,0, $- ,Three-quarter inch hail was reported by a storm chaser in the city of El Indio.
TEXAS,2015,May,5/21/2015,Hail,Hail,4,DISTRICT 24 - DEL RIO,24,MAVERICK,"28.781057,-100.312770",0,0,0,0,0,0,0,0, $- ,One inch diameter hail was reported by a storm chaser in the city of El Indio.
TEXAS,2015,May,5/13/2015,Hail,Hail,4,DISTRICT 24 - DEL RIO,24,MAVERICK,"28.781057,-100.312770",0,0,0,0,0,0,0,0, $- ,One inch diameter hail was reported along highway 277 between Quemado and Elm Creek.
TEXAS,2015,May,5/11/2015,Hail,Hail,4,DISTRICT 24 - DEL RIO,24,MAVERICK,"28.781057,-100.312770",0,0,0,0,0,0,0,0, $- ,Border patrol in Quemado reported quarter sized hail.
TEXAS,2016,April,4/29/2016,Hail,Hail,4,DISTRICT 10 - SAN ANGELO,10,MCCULLOCH,"31.217152,-99.347156",0,0,0,0,0,0,0,0, $- ,
TEXAS,2016,April,4/29/2016,Hail,Hail,4,DISTRICT 10 - SAN ANGELO,10,MCCULLOCH,"31.217152,-99.347156",0,0,0,0,0,0,0,0, $- ,
TEXAS,2016,April,4/29/2016,Hail,Hail,4,DISTRICT 10 - SAN ANGELO,10,MCCULLOCH,"31.217152,-99.347156",0,0,0,0,0,0,0,0, $- ,Quarter to ping pong ball size hail was estimated by a member of the public.
TEXAS,2016,May,5/10/2016,Hail,Hail,4,DISTRICT 10 - SAN ANGELO,10,MCCULLOCH,"31.217152,-99.347156",0,0,0,0,0,0,0,0, $- ,
TEXAS,2016,May,5/10/2016,Hail,Hail,4,DISTRICT 10 - SAN ANGELO,10,MCCULLOCH,"31.217152,-99.347156",0,0,0,0,0,0,0,0, $- ,
TEXAS,2016,May,5/10/2016,Hail,Hail,4,DISTRICT 10 - SAN ANGELO,10,MCCULLOCH,"31.217152,-99.347156",0,0,0,0,0,0,0,0, $- ,
TEXAS,2016,March,3/8/2016,Hail,Hail,4,DISTRICT 10 - SAN ANGELO,10,MCCULLOCH,"31.217152,-99.347156",0,0,0,0,0,0,0,0, $- ,Law enforcement officials reported quarter size hail along US Highway 87 about 3.5 miles south of Brady.
TEXAS,2016,May,5/10/2016,Hail,Hail,4,DISTRICT 10 - SAN ANGELO,10,MCCULLOCH,"31.217152,-99.347156",0,0,0,0,0,0,0,0, $- ,The public reported dime to nickel size hail about 3 miles southeast of Voca.
TEXAS,2016,May,5/10/2016,Hail,Hail,4,DISTRICT 10 - SAN ANGELO,10,MCCULLOCH,"31.217152,-99.347156",0,0,0,0,0,0,0,0, $- ,"A trained spotter reported mostly small hail covered the ground, with a few golf ball size hail stones."
TEXAS,2016,March,3/8/2016,Hail,Hail,4,DISTRICT 10 - SAN ANGELO,10,MCCULLOCH,"31.217152,-99.347156",0,0,0,0,0,0,0,0, $- ,A trained spotter reported half dollar to hen egg size hail in Melvin. The large hail busted a windshield.
TEXAS,2016,August,8/12/2016,Hail,Hail,4,DISTRICT 10 - SAN ANGELO,10,MCCULLOCH,"31.217152,-99.347156",0,0,0,0,0,0,0,0, $- ,A trained spotter reported quarter to ping pong ball size hail in Melvin.
TEXAS,2015,March,3/3/2015,Hail,Hail,4,DISTRICT 10 - SAN ANGELO,10,MCCULLOCH,"31.217152,-99.347156",0,0,0,0,0,0,0,0, $- ,A trained spotter reported quarter size hail along US Highway 190 about 5 miles southwest of Brady.
TEXAS,2015,February,2/1/2015,Hail,Hail,4,DISTRICT 10 - SAN ANGELO,10,MCCULLOCH,"31.217152,-99.347156",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,March,3/4/2015,Hail,Hail,4,DISTRICT 10 - SAN ANGELO,10,MCCULLOCH,"31.217152,-99.347156",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,March,3/25/2015,Hail,Hail,4,DISTRICT 10 - SAN ANGELO,10,MCCULLOCH,"31.217152,-99.347156",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,July,7/8/2015,Hail,Hail,4,DISTRICT 10 - SAN ANGELO,10,MCCULLOCH,"31.217152,-99.347156",0,0,0,0,0,0,0,0, $- ,A trained spotter reported hen egg size hail on U.S. Highway 190.
TEXAS,2015,July,7/8/2015,Hail,Hail,4,DISTRICT 10 - SAN ANGELO,10,MCCULLOCH,"31.217152,-99.347156",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,January,1/1/2015,Hail,Hail,4,DISTRICT 10 - SAN ANGELO,10,MCCULLOCH,"31.217152,-99.347156",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,October,10/30/2015,Hail,Hail,4,DISTRICT 11 - WACO,11,MCLENNAN,"31.335232,-97.336265",0,0,0,0,0,0,0,0, $- ,Quarter size hail was reported in Robinson.
TEXAS,2015,October,10/1/2015,Hail,Hail,4,DISTRICT 11 - WACO,11,MCLENNAN,"31.335232,-97.336265",0,0,0,0,0,0,0,0, $- ,Quarter size hail fell at the Mclennan County Fairgrounds.
TEXAS,2015,October,10/30/2015,Hail,Hail,4,DISTRICT 11 - WACO,11,MCLENNAN,"31.335232,-97.336265",0,0,0,0,0,0,0,0, $- ,"Emergency management reported quarter-sized hail near the intersection of Spring Valley Dr and Bagby Ave in Hewitt, TX."
TEXAS,2015,September,9/25/2015,Hail,Hail,4,DISTRICT 11 - WACO,11,MCLENNAN,"31.335232,-97.336265",0,0,0,0,0,0,0,0, $- ,Emergency management reported 0.75 inch hail near Bruceville.
TEXAS,2015,April,4/17/2015,Hail,Hail,4,DISTRICT 18 - SAN ANTONIO,18,MCMULLEN,"28.350458,-98.56876",0,0,0,0,0,0,0,0, $- ,Quarter sized hail occurred just west of Highway 16 near the Nueces River.
TEXAS,2015,May,5/13/2015,Hail,Hail,4,DISTRICT 18 - SAN ANTONIO,18,MCMULLEN,"28.350458,-98.56876",0,0,0,0,0,0,0,0, $- ,A FedEx driver reported quarter sized hail on Highway 72 4 miles west of Tilden.
TEXAS,2016,May,5/28/2016,Hail,Hail,4,DISTRICT 18 - SAN ANTONIO,18,MEDINA,"29.511723,-98.938654",0,0,0,0,0,0,0,0, $- ,A thunderstorm produced ping pong ball size hail in Quihi.
TEXAS,2016,May,5/28/2016,Hail,Hail,4,DISTRICT 18 - SAN ANTONIO,18,MEDINA,"29.511723,-98.938654",0,0,0,0,0,0,0,0, $- ,
TEXAS,2016,May,5/28/2016,Hail,Hail,4,DISTRICT 18 - SAN ANTONIO,18,MEDINA,"29.511723,-98.938654",0,0,0,0,0,0,0,0, $- ,A thunderstorm produced golf ball size hail in Castroville.
TEXAS,2016,April,4/1/2016,Hail,Hail,4,DISTRICT 18 - SAN ANTONIO,18,MEDINA,"29.511723,-98.938654",0,0,0,0,0,0,0,0, $- ,
TEXAS,2016,May,5/17/2016,Hail,Hail,4,DISTRICT 18 - SAN ANTONIO,18,MEDINA,"29.511723,-98.938654",0,0,0,0,0,0,0,0, $- ,
TEXAS,2016,August,8/21/2016,Hail,Hail,4,DISTRICT 18 - SAN ANTONIO,18,MEDINA,"29.511723,-98.938654",0,0,0,0,0,0,0,0, $- ,
TEXAS,2016,April,4/12/2016,Hail,Hail,4,DISTRICT 18 - SAN ANTONIO,18,MEDINA,"29.511723,-98.938654",0,0,0,0,0,0,0,0, $- ,A thunderstorm produced two inch hail near FM1796 and CR321 north of D'Hanis.
TEXAS,2016,April,4/12/2016,Hail,Hail,4,DISTRICT 18 - SAN ANTONIO,18,MEDINA,"29.511723,-98.938654",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,January,1/1/2015,Hail,Hail,4,DISTRICT 18 - SAN ANTONIO,18,MEDINA,"29.511723,-98.938654",0,0,0,0,0,0,0,0, $- ,A thunderstorm produced two inch hail near Hwy 173 south of Hondo.
TEXAS,2015,April,4/1/2015,Hail,Hail,4,DISTRICT 18 - SAN ANTONIO,18,MEDINA,"29.511723,-98.938654",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,March,3/1/2015,Hail,Hail,4,DISTRICT 18 - SAN ANTONIO,18,MEDINA,"29.511723,-98.938654",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,February,2/1/2015,Hail,Hail,4,DISTRICT 18 - SAN ANTONIO,18,MEDINA,"29.511723,-98.938654",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,August,8/12/2015,Hail,Hail,4,DISTRICT 18 - SAN ANTONIO,18,MEDINA,"29.511723,-98.938654",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,December,12/13/2015,Hail,Hail,4,DISTRICT 18 - SAN ANTONIO,18,MEDINA,"29.511723,-98.938654",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,April,4/25/2015,Hail,Hail,4,DISTRICT 18 - SAN ANTONIO,18,MEDINA,"29.511723,-98.938654",0,0,0,0,0,0,0,0, $- ,
TEXAS,2016,April,4/19/2016,Hail,Hail,4,DISTRICT 10 - SAN ANGELO,10,MENARD,"30.931395,-99.827483",0,0,0,0,0,0,0,0, $- ,
TEXAS,2016,April,4/20/2016,Hail,Hail,4,DISTRICT 10 - SAN ANGELO,10,MENARD,"30.931395,-99.827483",0,0,0,0,0,0,0,0, $- ,A trained spotter reported quarter to half dollar size hail along US Highway 190 about 7 miles west of Menard.
TEXAS,2016,April,4/19/2016,Hail,Hail,4,DISTRICT 10 - SAN ANGELO,10,MENARD,"30.931395,-99.827483",0,0,0,0,0,0,0,0, $- ,
TEXAS,2016,April,4/20/2016,Hail,Hail,4,DISTRICT 10 - SAN ANGELO,10,MENARD,"30.931395,-99.827483",0,0,0,0,0,0,0,0, $- ,The public reported quarter size hail about 8.6 miles southwest of Hext.
TEXAS,2016,May,5/17/2016,Hail,Hail,4,DISTRICT 10 - SAN ANGELO,10,MENARD,"30.931395,-99.827483",0,0,0,0,0,0,0,0, $- ,The public reported golf ball size hail about 11 miles south southeast of Menard.
TEXAS,2016,May,5/17/2016,Hail,Hail,4,DISTRICT 10 - SAN ANGELO,10,MENARD,"30.931395,-99.827483",0,0,0,0,0,0,0,0, $- ,A trained spotter reported hail along U.S. Highway 190 just east of the Menard and Schleicher County line.
TEXAS,2016,March,3/8/2016,Hail,Hail,4,DISTRICT 10 - SAN ANGELO,10,MENARD,"30.931395,-99.827483",0,0,0,0,0,0,0,0, $- ,A trained spotter reported hail falling for approximately 5 minutes along U.S. Highway 190.
TEXAS,2016,March,3/8/2016,Hail,Hail,4,DISTRICT 10 - SAN ANGELO,10,MENARD,"30.931395,-99.827483",0,0,0,0,0,0,0,0, $- ,
TEXAS,2016,March,3/8/2016,Hail,Hail,4,DISTRICT 10 - SAN ANGELO,10,MENARD,"30.931395,-99.827483",0,0,0,0,0,0,0,0, $- ,
TEXAS,2016,March,3/8/2016,Hail,Hail,4,DISTRICT 10 - SAN ANGELO,10,MENARD,"30.931395,-99.827483",0,0,0,0,0,0,0,0, $- ,This large hail broke out a bedroom window.  The hail was just under tennis ball size hail but larger than an egg.
TEXAS,2015,March,3/3/2015,Hail,Hail,4,DISTRICT 10 - SAN ANGELO,10,MENARD,"30.931395,-99.827483",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,January,1/1/2015,Hail,Hail,4,DISTRICT 10 - SAN ANGELO,10,MENARD,"30.931395,-99.827483",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,January,1/23/2015,Hail,Hail,4,DISTRICT 10 - SAN ANGELO,10,MENARD,"30.931395,-99.827483",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,October,10/14/2015,Hail,Hail,4,DISTRICT 10 - SAN ANGELO,10,MENARD,"30.931395,-99.827483",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,August,8/19/2015,Hail,Hail,4,DISTRICT 10 - SAN ANGELO,10,MENARD,"30.931395,-99.827483",0,0,0,0,0,0,0,0, $- ,The public reported golf ball size hail at the intersection of Saline Road and 1 mile north of U.S. Highway 377.
TEXAS,2015,August,8/19/2015,Hail,Hail,4,DISTRICT 10 - SAN ANGELO,10,MENARD,"30.931395,-99.827483",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,June,6/12/2015,Hail,Hail,4,DISTRICT 9 - MIDLAND/FT STOCKTON,9,MIDLAND,"32.046146,-102.073493",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,May,5/6/2015,Hail,Hail,4,DISTRICT 9 - MIDLAND/FT STOCKTON,9,MIDLAND,"32.046146,-102.073493",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,June,6/12/2015,Hail,Hail,4,DISTRICT 9 - MIDLAND/FT STOCKTON,9,MIDLAND,"32.046146,-102.073493",0,0,0,0,0,0,0,0, $- ,A thunderstorm moved across Midland County and produced quarter sized hail and 60 mph wind gusts about five miles west of the City of Midland.
TEXAS,2015,May,5/6/2015,Hail,Hail,4,DISTRICT 9 - MIDLAND/FT STOCKTON,9,MIDLAND,"32.046146,-102.073493",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,June,6/30/2015,Hail,Hail,4,DISTRICT 9 - MIDLAND/FT STOCKTON,9,MIDLAND,"32.046146,-102.073493",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,June,6/30/2015,Hail,Hail,4,DISTRICT 9 - MIDLAND/FT STOCKTON,9,MIDLAND,"32.046146,-102.073493",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,May,5/23/2015,Hail,Hail,4,DISTRICT 9 - MIDLAND/FT STOCKTON,9,MIDLAND,"32.046146,-102.073493",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,June,6/30/2015,Hail,Hail,4,DISTRICT 9 - MIDLAND/FT STOCKTON,9,MIDLAND,"32.046146,-102.073493",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,June,6/30/2015,Hail,Hail,4,DISTRICT 9 - MIDLAND/FT STOCKTON,9,MIDLAND,"32.046146,-102.073493",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,May,5/23/2015,Hail,Hail,4,DISTRICT 9 - MIDLAND/FT STOCKTON,9,MIDLAND,"32.046146,-102.073493",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,June,6/30/2015,Hail,Hail,4,DISTRICT 9 - MIDLAND/FT STOCKTON,9,MIDLAND,"32.046146,-102.073493",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,May,5/23/2015,Hail,Hail,4,DISTRICT 9 - MIDLAND/FT STOCKTON,9,MIDLAND,"32.046146,-102.073493",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,June,6/30/2015,Hail,Hail,4,DISTRICT 9 - MIDLAND/FT STOCKTON,9,MIDLAND,"32.046146,-102.073493",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,June,6/30/2015,Hail,Hail,4,DISTRICT 9 - MIDLAND/FT STOCKTON,9,MIDLAND,"32.046146,-102.073493",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,October,10/8/2015,Hail,Hail,4,DISTRICT 9 - MIDLAND/FT STOCKTON,9,MIDLAND,"32.046146,-102.073493",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,January,1/1/2015,Hail,Hail,4,DISTRICT 9 - MIDLAND/FT STOCKTON,9,MIDLAND,"32.046146,-102.073493",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,August,8/14/2015,Hail,Hail,4,DISTRICT 9 - MIDLAND/FT STOCKTON,9,MIDLAND,"32.046146,-102.073493",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,May,5/14/2015,Hail,Hail,4,DISTRICT 9 - MIDLAND/FT STOCKTON,9,MIDLAND,"32.046146,-102.073493",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,May,5/8/2015,Hail,Hail,4,DISTRICT 9 - MIDLAND/FT STOCKTON,9,MIDLAND,"32.046146,-102.073493",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,May,5/8/2015,Hail,Hail,4,DISTRICT 9 - MIDLAND/FT STOCKTON,9,MIDLAND,"32.046146,-102.073493",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,May,5/8/2015,Hail,Hail,4,DISTRICT 9 - MIDLAND/FT STOCKTON,9,MIDLAND,"32.046146,-102.073493",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,May,5/8/2015,Hail,Hail,4,DISTRICT 9 - MIDLAND/FT STOCKTON,9,MIDLAND,"32.046146,-102.073493",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,May,5/8/2015,Hail,Hail,4,DISTRICT 9 - MIDLAND/FT STOCKTON,9,MIDLAND,"32.046146,-102.073493",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,May,5/8/2015,Hail,Hail,4,DISTRICT 9 - MIDLAND/FT STOCKTON,9,MIDLAND,"32.046146,-102.073493",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,May,5/8/2015,Hail,Hail,4,DISTRICT 9 - MIDLAND/FT STOCKTON,9,MIDLAND,"32.046146,-102.073493",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,February,2/17/2015,Hail,Hail,4,DISTRICT 11 - WACO,11,MILLS,"31.447214,-98.458794",0,0,0,0,0,0,0,0, $- ,The Mills County Sheriff's Office reported quarter sized hail in the city of Goldthwaite.
TEXAS,2015,March,3/1/2015,Hail,Hail,4,DISTRICT 11 - WACO,11,MILLS,"31.447214,-98.458794",0,0,0,0,0,0,0,0, $- ,Quarter-sized hail was reported 6 miles west of Goldthwaite.
TEXAS,2016,April,4/16/2016,Hail,Hail,4,DISTRICT 7 - ABILENE,7,MITCHELL,"32.340912,-100.900564",0,0,0,0,0,0,0,0, $- ,
TEXAS,2016,April,4/26/2016,Hail,Hail,4,DISTRICT 7 - ABILENE,7,MITCHELL,"32.340912,-100.900564",0,0,0,0,0,0,0,0, $- ,
TEXAS,2016,September,9/17/2016,Hail,Hail,4,DISTRICT 7 - ABILENE,7,MITCHELL,"32.340912,-100.900564",0,0,0,0,0,0,0,0, $- ,
TEXAS,2016,September,9/16/2016,Hail,Hail,4,DISTRICT 7 - ABILENE,7,MITCHELL,"32.340912,-100.900564",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,June,6/13/2015,Hail,Hail,4,DISTRICT 7 - ABILENE,7,MITCHELL,"32.340912,-100.900564",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,April,4/13/2015,Hail,Hail,4,DISTRICT 7 - ABILENE,7,MITCHELL,"32.340912,-100.900564",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,July,7/7/2015,Hail,Hail,4,DISTRICT 7 - ABILENE,7,MITCHELL,"32.340912,-100.900564",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,January,1/1/2015,Hail,Hail,4,DISTRICT 7 - ABILENE,7,MITCHELL,"32.340912,-100.900564",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,May,5/25/2015,Hail,Hail,4,DISTRICT 7 - ABILENE,7,MITCHELL,"32.340912,-100.900564",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,May,5/7/2015,Hail,Hail,4,DISTRICT 3 - WICHITA FALLS,3,MONTAGUE,"33.820163,-97.941476",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,June,6/17/2015,Hail,Hail,4,DISTRICT 3 - WICHITA FALLS,3,MONTAGUE,"33.820163,-97.941476",0,0,0,0,0,0,0,0, $- ,Nickel sized hail was reported 2 miles northeast of Lake Amon Carter.
TEXAS,2015,May,5/6/2015,Hail,Hail,4,DISTRICT 3 - WICHITA FALLS,3,MONTAGUE,"33.820163,-97.941476",0,0,0,0,0,0,0,0, $- ,
TEXAS,2015,June,6/17/2015,Hail,Hail,4,DISTRICT 3 - WICHITA FALLS,3,MONTAGUE,"33.820163,-97.941476",0,0,0,0,0,0,0,0, $- ,Hail to the size of quarters fell in St. Jo.
TEXAS,2015,May,5/20/2015,Hail,Hail,4,DISTRICT 3 - WICHITA FALLS,3,MONTAGUE,"33.820163,-97.941476",0,0,0,0,0,0,0,0, $- ,"A trained spotter reported one-inch diameter hail approximately 2 miles north of Sunset, TX."
TEXAS,2015,June,6/18/2015,Hail,Hail,4,DISTRICT 3 - WICHITA FALLS,3,MONTAGUE,"33.820163,-97.941476",0,0,0,0,0,0,0,0, $- ,"A trained spotter reported quarter sized hail on highway 59, northeast of Bowie."
TEXAS,2015,May,5/8/2015,Hail,Hail,4,DISTRICT 3 - WICHITA FALLS,3,MONTAGUE,"33.820163,-97.941476",0,0,0,0,0,0,0,0, $- ,"A trained spotter reported quarter sized hail on Farm to Market Road 1816, north of Bowie."
TEXAS,2015,March,3/19/2015,Hail,Hail,4,DISTRICT 3 - WICHITA FALLS,3,MONTAGUE,"33.820163,-97.941476",0,0,0,0,0,0,0,0, $- ,"The Bowie Fire Department reported golf ball sized hail on Hwy 59 southwest of Bowie, TX."
TEXAS,2015,January,1/1/2015,Hail,Hail,4,DISTRICT 3 - WICHITA FALLS,3,MONTAGUE,"33.820163,-97.941476",0,0,0,0,0,0,0,0, $- ,
TEXAS,2016,May,5/26/2016,Hail,Hail,4,DISTRICT 16 - HOUSTON,16,MONTGOMERY,"30.276638,-95.444823",0,0,0,0,0,0,0,0, $- ,Golf ball size hail was reported near Willis.
TEXAS,2016,May,5/26/2016,Hail,Hail,4,DISTRICT 16 - HOUSTON,16,MONTGOMERY,"30.276638,-95.444823",0,0,0,0,0,0,0,0, $- ,Dime to penny size hail in The Woodlands near the intersection of Research Forest Drive and Alden Bridge Drive.
TEXAS,2015,May,5/14/2015,Hail,Hail,4,DISTRICT 16 - HOUSTON,16,MONTGOMERY,"30.276638,-95.444823",0,0,0,0,0,0,0,0, $- ,Quarter sized hail was reported on FM 1488.
TEXAS,2015,May,5/14/2015,Hail,Hail,4,DISTRICT 16 - HOUSTON,16,MONTGOMERY,"30.276638,-95.444823",0,0,0,0,0,0,0,0, $- ,Penny sized hail was reported south of Magnolia.
TEXAS,2015,May,5/24/2015,Hail,Hail,4,DISTRICT 16 - HOUSTON,16,MONTGOMERY,"30.276638,-95.444823",0,0,0,0,0,0,0,0, $- ,Quarter sized hail was reported in The Woodlands.
TEXAS,2016,July,7/8/2016,Hail,Hail,4,DISTRICT 2 - LUBBOCK,2,MOTLEY,"34.073908,-100.779551",0,0,0,0,0,0,0,0, $- ,The emergency manager in Motley County reported two inch size hail east of Matador. No damage was reported.
TEXAS,2015,January,1/21/2015,Hail,Hail,4,DISTRICT 2 - LUBBOCK,2,MOTLEY,"34.073908,-100.779551",0,0,0,0,0,0,0,0, $- ,Severe hail from quarter to 1.5 inches in diameter was reported from Matador to Northfield.  Damage was unknown.
TEXAS,2015,February,2/22/2015,Hail,Hail,4,DISTRICT 2 - LUBBOCK,2,MOTLEY,"34.073908,-100.779551",0,0,0,0,0,0,0,0, $- ,A citizen in Matador forwarded a photo to the NWS Lubbock staff of large hail up to 1.25 inches in diameter. Damage information was not available.
TEXAS,2015,March,3/4/2015,Hail,Hail,4,DISTRICT 2 - LUBBOCK,2,MOTLEY,"34.073908,-100.779551",0,0,0,0,0,0,0,0, $- ,Both the emergency manager for Motley County and Matador fire department reported hail to the size of golf balls in the city of Matador.
TEXAS,2015,March,3/4/2015,Hail,Hail,4,DISTRICT 14 - LUFKIN,14,NACOGDOCHES,"31.664506,-94.578421",0,0,0,0,0,0,0,0, $- ,Broadcast Media received several reports of quarter size hail on the south side of Nacogdoches.
TEXAS,2015,April,4/27/2015,Hail,Hail,4,DISTRICT 14 - LUFKIN,14,NACOGDOCHES,"31.664506,-94.578421",0,0,0,0,0,0,0,0, $- ,Golf Ball Size Hail reported in Garrison.
TEXAS,2015,April,4/27/2015,Hail,Hail,4,DISTRICT 14 - LUFKIN,14,NACOGDOCHES,"31.664506,-94.578421",0,0,0,0,0,0,0,0, $- ,Quarter size hail fell at the intersection of North Street and Highway 224 on the north side of Nacogdoches.
TEXAS,2015,April,4/27/2015,Hail,Hail,4,DISTRICT 14 - LUFKIN,14,NACOGDOCHES,"31.664506,-94.578421",0,0,0,0,0,0,0,0, $- ,"Golfball sized hail was reported northeast of Nacogdoches, Texas."
TEXAS,2015,April,4/27/2015,Hail,Hail,4,DISTRICT 14 - LUFKIN,14,NACOGDOCHES,"31.664506,-94.578421",0,0,0,0,0,0,0,0, $- ,"Dime size hail was reported just north of Garrison, Texas."
TEXAS,2015,May,5/13/2015,Hail,Hail,4,DISTRICT 14 - LUFKIN,14,NACOGDOCHES,"31.664506,-94.578421",0,0,0,0,0,0,0,0, $- ,"Dime size hail was reported 11 miles northwest of Chireno, Texas."
TEXAS,2015,April,4/19/2015,Hail,Hail,4,DISTRICT 14 - LUFKIN,14,NACOGDOCHES,"31.664506,-94.578421",0,0,0,0,0,0,0,0, $- ,"Hail was reported in Nacogdoches, Texas."
TEXAS,2015,April,4/19/2015,Hail,Hail,4,DISTRICT 14 - LUFKIN,14,NACOGDOCHES,"31.664506,-94.578421",0,0,0,0,0,0,0,0, $- ,"Quarter inch hail fell 11 miles north northwest of Chireno, Texas."
TEXAS,2015,April,4/19/2015,Hail,Hail,4,DISTRICT 14 - LUFKIN,14,NACOGDOCHES,"31.664506,-94.578421",0,0,0,0,0,0,0,0, $- ,One inch hail was reported at the intersection of Stallings Drive and Hwy. 50 just south of town.
TEXAS,2015,February,2/23/2015,Hail,Hail,4,DISTRICT 14 - LUFKIN,14,NACOGDOCHES,"31.664506,-94.578421",0,0,0,0,0,0,0,0, $- ,"Quarter size hail was reported 7 miles south of Mount Enterprise, Texas."
TEXAS,2015,April,4/19/2015,Hail,Hail,4,DISTRICT 14 - LUFKIN,14,NACOGDOCHES,"31.664506,-94.578421",0,0,0,0,0,0,0,0, $- ,"Quarter size hail was reported just north northwest of Nacogdoches, Texas."
TEXAS,2015,May,5/18/2015,Hail,Hail,4,DISTRICT 14 - LUFKIN,14,NACOGDOCHES,"31.664506,-94.578421",0,0,0,0,0,0,0,0, $- ,"Golfball sized hail covered the ground 5 miles south of Mount Enterprise, Texas."
TEXAS,2015,April,4/19/2015,Hail,Hail,4,DISTRICT 14 - LUFKIN,14,NACOGDOCHES,"31.664506,-94.578421",0,0,0,0,0,0,0,0, $- ,"Golfball size hail was reported in Garrison, Texas."
TEXAS,2015,August,8/20/2015,Hail,Hail,4,DISTRICT 4 - HURST/GARLAND,4,NAVARRO,"31.909682,-96.646518",0,0,0,0,0,0,0,0, $- ,
